Driver,Year,AvgFinish,Wins,DriverRating,Points,Sponsor_Cost,Social_Impressions,Brand_Mentions,Media_Value,Engagement_Value,ROI,Risk_Score,Return_Score,Risk_Return_Segment,Sponsor_Target_Score,Target_Rank,Sponsor_Target_Category
Martin Truex Jr.,2020,11.7,1,99.6,2341,142182,268233,11498,21458.64,28745.0,-0.6469057967956563,0.5165509742362836,0.2304951057015091,High Risk / Low Return,0.47072184071648016,107.0,Medium Priority Target
Kyle Busch,2020,13.9,1,93.0,2341,109256,220308,6270,17624.64,15675.0,-0.695214541993117,0.5030227029848298,0.1949741567279251,High Risk / Low Return,0.36054703916802683,357.0,Low Priority Target
Ryan Blaney,2020,13.9,1,96.3,2336,125840,237752,11728,19020.16,29320.0,-0.6158601398601399,0.5199285495507433,0.25332267431978567,High Risk / Low Return,0.4907616701115751,81.0,Medium Priority Target
Kurt Busch,2020,13.5,1,87.2,2287,124622,240660,9979,19252.8,24947.5,-0.6453250629904832,0.5165549334567536,0.23165740384452368,High Risk / Low Return,0.4466780332091281,142.0,Low Priority Target
Austin Dillon,2020,16.2,1,76.0,2277,143173,253289,10371,20263.12,25927.5,-0.6773789750860847,0.559826856058536,0.2080884750450347,High Risk / Low Return,0.4257325991944634,188.0,Low Priority Target
Clint Bowyer,2020,14.7,0,85.1,2254,127430,138654,5534,11092.32,13835.0,-0.8043842109393392,0.5561361173988979,0.11470276436922554,High Risk / Low Return,0.36147304516389434,351.0,Low Priority Target
Matt DiBenedetto,2020,14.8,0,82.8,2249,129282,195059,3125,15604.720000000001,7812.5,-0.8188671276743862,0.5590526521194609,0.10405361701026432,High Risk / Low Return,0.25424789602322595,714.0,Low Priority Target
William Byron,2020,16.2,1,84.8,2247,144183,236887,4427,18950.96,11067.5,-0.7918030558387605,0.5617333356591491,0.12395356495470403,High Risk / Low Return,0.279842458799203,644.0,Low Priority Target
Aric Almirola,2020,13.3,0,86.2,2235,92708,206705,5903,16536.4,14757.5,-0.6624466065495965,0.5090463395454333,0.21906809992809267,High Risk / Low Return,0.36850022807064975,332.0,Low Priority Target
Cole Custer,2020,19.3,1,70.3,2202,101694,294539,6055,23563.12,15137.5,-0.619440478297638,0.5479473414569073,0.2506900864016623,High Risk / Low Return,0.33481673902163456,444.0,Low Priority Target
Erik Jones,2020,16.0,0,81.8,873,146264,179155,4767,14332.4,11917.5,-0.8205306842421922,0.627614185923624,0.10283042009802462,High Risk / Low Return,0.29600706769605695,584.0,Low Priority Target
Jimmie Johnson,2020,16.2,0,83.8,836,99524,146023,6649,11681.84,16622.5,-0.7156028696595796,0.5832706652814826,0.1799828183328389,High Risk / Low Return,0.4069989100691631,235.0,Low Priority Target
Tyler Reddick,2020,17.5,0,74.2,780,121880,165703,7120,13256.24,17800.0,-0.7451900229734165,0.6191817883298781,0.1582276731963089,High Risk / Low Return,0.38571046202737047,280.0,Low Priority Target
Christopher Bell,2020,20.3,0,70.3,678,85941,92012,3238,7360.96,8095.0,-0.8201561536402882,0.6110054425853206,0.1031058087951415,High Risk / Low Return,0.2911607429966777,604.0,Low Priority Target
Chris Buescher,2020,19.1,0,66.1,645,142659,187971,8331,15037.68,20827.5,-0.7485950413223141,0.6585244459293786,0.15572399642865675,High Risk / Low Return,0.39002896041753704,268.0,Low Priority Target
Bubba Wallace,2020,21.1,0,62.7,597,51667,108569,4489,8685.52,11222.5,-0.614685969767937,0.5859427591128249,0.25418603013167784,High Risk / Low Return,0.37571680944092595,314.0,Low Priority Target
Michael McDowell,2020,20.9,0,58.9,588,76213,85057,2310,6804.56,5775.0,-0.8349420702504823,0.6092174843021532,0.09223386858449036,High Risk / Low Return,0.24194535593573807,764.0,Low Priority Target
Ricky Stenhouse Jr.,2020,22.6,0,64.0,584,54114,70891,1279,5671.28,3197.5,-0.8361093247588425,0.6022608784892112,0.09137559773391923,High Risk / Low Return,0.18301741002102825,942.0,Low Priority Target
Ryan Newman,2020,20.0,0,64.3,566,103224,187914,5744,15033.12,14360.0,-0.7152491668604201,0.6290849281997173,0.18024289254982398,High Risk / Low Return,0.3250377211550934,481.0,Low Priority Target
Ty Dillon,2020,22.0,0,57.3,556,57761,110954,4377,8876.32,10942.5,-0.6568823254445041,0.601388384232541,0.22315946153147903,High Risk / Low Return,0.3514364785120332,386.0,Low Priority Target
John Hunter Nemechek,2020,22.4,0,58.8,534,81116,208850,5734,16708.0,14335.0,-0.6173011489718427,0.6292280914742341,0.2522631143805232,High Risk / Low Return,0.32856332306020003,466.0,Low Priority Target
Matt Kenseth,2020,21.4,0,65.3,521,83768,160223,5875,12817.84,14687.5,-0.6716486008977175,0.6233174667738915,0.21230196327190823,High Risk / Low Return,0.35142361142036177,387.0,Low Priority Target
Ryan Preece,2020,24.4,0,58.3,477,75426,75670,1042,6053.6,2605.0,-0.8852040410468538,0.6431101942742945,0.05527673188652609,High Risk / Low Return,0.14116209111879818,1024.0,Low Priority Target
Corey LaJoie,2020,25.6,0,50.1,408,67772,202339,8077,16187.12,20192.5,-0.4632057486867733,0.6481825278106684,0.36556795863215286,High Risk / Low Return,0.4123456503615506,220.0,Low Priority Target
Daniel Su<e1>rez,2020,26.6,0,47.0,365,88218,84202,3579,6736.16,8947.5,-0.8222170078668752,0.6790874030025107,0.10159048279101165,High Risk / Low Return,0.2926616068061917,601.0,Low Priority Target
Brennan Poole,2020,29.5,0,40.5,269,53712,137389,5258,10991.12,13145.0,-0.550638218647602,0.6730793715876596,0.3012797165878065,High Risk / Low Return,0.3422736957552851,420.0,Low Priority Target
Quin Houff,2020,31.4,0,34.1,214,51367,188421,9174,15073.68,22935.0,-0.26005645647984116,0.6893851169848912,0.5149416509730883,High Risk / Low Return,0.4747078654661374,100.0,Medium Priority Target
Kyle Larson,2020,11.0,0,81.4,121,98666,145245,6255,11619.6,15637.5,-0.7237437415117669,0.5568502297808775,0.17399691469406608,High Risk / Low Return,0.4189643095625357,205.0,Low Priority Target
Brendan Gaughan,2020,22.0,0,45.9,78,53726,147380,6797,11790.4,16992.5,-0.4642649741279827,0.6114258676792593,0.3647891205005696,High Risk / Low Return,0.4452731825963436,144.0,Low Priority Target
Reed Sorenson,2020,33.4,0,34.0,68,73616,200550,9494,16044.0,23735.0,-0.45964192566833295,0.7341277784698026,0.36818840292379135,High Risk / Low Return,0.4099324921674425,227.0,Low Priority Target
James Davison,2020,33.9,0,32.7,56,77723,57424,2414,4593.92,6035.0,-0.8632461433552487,0.7431194468167451,0.07142215980610034,High Risk / Low Return,0.23436422875995427,789.0,Low Priority Target
Stanton Barrett,2020,38.0,0,24.3,1,87574,188171,6956,15053.68,17390.0,-0.6295283988398384,0.7914928910718091,0.24327253685935082,High Risk / Low Return,0.2869433577326792,616.0,Low Priority Target
David Ragan,2020,4.0,0,83.7,0,245003,92359,944,7388.72,2360.0,-0.9602097933494692,0.6454768792512087,0.00012573408320238128,High Risk / Low Return,0.21364607054117624,848.0,Low Priority Target
Justin Haley,2020,12.0,0,56.1,0,131914,148746,4259,11899.68,10647.5,-0.8290766711645466,0.6029948425826025,0.09654663930104744,High Risk / Low Return,0.3154256762426569,517.0,Low Priority Target
Joey Gase,2020,33.1,0,30.5,0,62178,170906,5613,13672.48,14032.5,-0.5544247161375406,0.7218852966733891,0.2984955419300101,High Risk / Low Return,0.3055948673125459,544.0,Low Priority Target
Ross Chastain,2020,22.0,0,59.7,0,85643,57617,1276,4609.36,3190.0,-0.9089317282206368,0.6459813929013712,0.03782999502933667,High Risk / Low Return,0.18398005446080373,938.0,Low Priority Target
Timmy Hill,2020,33.2,0,32.7,0,81324,97113,2206,7769.04,5515.0,-0.8366528945944616,0.7421298458129773,0.09097591613764336,High Risk / Low Return,0.15974504954194363,985.0,Low Priority Target
BJ McLeod,2020,34.6,0,32.0,0,88360,164650,7976,13172.0,19940.0,-0.6252602987777275,0.761803855865421,0.24641082918925303,High Risk / Low Return,0.3560065377456229,369.0,Low Priority Target
J.J. Yeley,2020,31.0,0,37.7,0,67824,199805,9124,15984.4,22810.0,-0.42801368247228117,0.7087444494899947,0.39144434153488394,High Risk / Low Return,0.42176068116935705,199.0,Low Priority Target
Garrett Smithley,2020,33.7,0,31.7,0,58927,170976,7517,13678.08,18792.5,-0.44896940282043885,0.7239847629328485,0.3760358048372524,High Risk / Low Return,0.385430904083676,281.0,Low Priority Target
Gray Gaulding,2020,29.2,0,41.3,0,78144,165598,4345,13247.84,10862.5,-0.6914626842751843,0.703019006587951,0.19773286109936136,High Risk / Low Return,0.25564452140297617,710.0,Low Priority Target
Josh Bilicki,2020,33.0,0,32.7,0,81010,183241,1932,14659.28,4830.0,-0.7594213060116035,0.7400176757021106,0.1477635496393459,High Risk / Low Return,0.14524331872752416,1016.0,Low Priority Target
Kaz Grala,2020,7.0,0,86.8,0,165707,58096,767,4647.68,1917.5,-0.9603807926038128,0.5922710158395055,0.0,High Risk / Low Return,0.20297275367879983,891.0,Low Priority Target
Justin Allgaier,2020,37.0,0,29.0,0,64437,81778,1839,6542.24,4597.5,-0.8271219951270233,0.7591680256410076,0.09798389351878692,High Risk / Low Return,0.13700718503011988,1032.0,Low Priority Target
Chad Finchum,2020,37.7,0,26.4,0,89778,187416,1992,14993.28,4980.0,-0.7775258972131257,0.7910572636288656,0.1344514203834887,High Risk / Low Return,0.11815044137697128,1061.0,Low Priority Target
Cody Ware,2020,19.0,0,49.3,0,145472,68820,735,5505.6,1837.5,-0.9495222448306203,0.6795157712255899,0.007984184225904278,High Risk / Low Return,0.13477473584115876,1038.0,Low Priority Target
Bayley Currey,2020,38.0,0,29.5,0,75537,75372,3517,6029.76,8792.5,-0.8037748388207103,0.7793589811362006,0.1151508297421361,High Risk / Low Return,0.2571575479177284,706.0,Low Priority Target
David Starr,2020,32.0,0,32.3,0,85757,111516,4265,8921.28,10662.5,-0.7716363678766748,0.7358401801227425,0.1387819338378,High Risk / Low Return,0.2647585358919052,685.0,Low Priority Target
Kyle Busch,2019,8.9,5,108.4,5040,211373,503378,11254,40270.24,28135.0,-0.676376642239075,0.3816417605171315,0.20882548060722947,Safe but Moderate,0.4446191110020295,146.0,Low Priority Target
Martin Truex Jr.,2019,9.8,7,103.4,5035,156776,642388,9832,51391.04,24580.0,-0.5154166454049088,0.28469583133568965,0.32717779572046046,Safe but Moderate,0.4874175690552188,87.0,Medium Priority Target
Kevin Harvick,2019,10.1,4,105.2,5033,100395,566095,17246,45287.6,43115.0,-0.11945216395238802,0.3054739602560068,0.6183266153293362,Safe but Moderate,0.6410821667596207,12.0,Medium Priority Target
Denny Hamlin,2019,9.5,6,98.0,5027,205016,590385,6030,47230.8,15075.0,-0.6960929878643619,0.35598647791844856,0.1943282440501894,Safe but Moderate,0.40147201866810234,245.0,Low Priority Target
Joey Logano,2019,10.8,2,98.4,2380,128356,298880,14207,23910.4,35517.5,-0.5370072298918633,0.4683511887357531,0.31130244961622594,High Risk / Low Return,0.5361340149560181,47.0,Medium Priority Target
Kyle Larson,2019,15.1,1,90.4,2339,117696,291409,7749,23312.72,19372.5,-0.6373265021750951,0.5223796471511679,0.23753866756653072,High Risk / Low Return,0.38106707917999616,292.0,Low Priority Target
Ryan Blaney,2019,13.8,1,93.8,2339,140118,206326,5383,16506.08,13457.5,-0.7861546696355929,0.533370505456586,0.1281067682160539,High Risk / Low Return,0.32161677485475887,494.0,Low Priority Target
Brad Keselowski,2019,12.9,3,94.8,2318,94944,425548,10904,34043.840000000004,27260.0,-0.3543158072126727,0.4302651753097868,0.44563367011002797,High Risk / Low Return,0.5002185052435215,72.0,Medium Priority Target
Clint Bowyer,2019,15.2,0,86.6,2290,136163,268380,3428,21470.4,8570.0,-0.7793791264881063,0.5683849855454945,0.13308875898038533,High Risk / Low Return,0.2678820446150897,674.0,Low Priority Target
Chase Elliott,2019,15.2,3,92.2,2275,109816,282602,10041,22608.16,25102.5,-0.5655399941720696,0.46720416680729315,0.2903225864479775,High Risk / Low Return,0.44121740336065585,153.0,Low Priority Target
William Byron,2019,14.9,0,85.0,2274,139840,255884,10061,20470.72,25152.5,-0.6737469965675057,0.5698807659598096,0.21075903341090133,High Risk / Low Return,0.4259515325011653,186.0,Low Priority Target
Alex Bowman,2019,14.4,1,82.0,2257,127011,248179,9193,19854.32,22982.5,-0.6627314169638849,0.5279318214137699,0.21885868160948943,High Risk / Low Return,0.4176467208031186,206.0,Low Priority Target
Kurt Busch,2019,13.1,1,87.9,2237,142853,179906,2795,14392.48,6987.5,-0.8503357997381924,0.5328641423870636,0.08091500949570475,High Risk / Low Return,0.24793070417881094,739.0,Low Priority Target
Aric Almirola,2019,15.4,0,83.3,2234,114917,207456,6877,16596.48,17192.5,-0.7059705700636112,0.5503643099832295,0.1870653542390842,High Risk / Low Return,0.3697690928551679,330.0,Low Priority Target
Ryan Newman,2019,14.6,0,71.7,2219,121195,253520,8310,20281.600000000002,20775.0,-0.6612351994719253,0.5499717032990736,0.21995883573206174,High Risk / Low Return,0.39722406214376893,249.0,Low Priority Target
Erik Jones,2019,15.3,1,85.1,2194,111566,219358,9813,17548.64,24532.5,-0.6228139397307424,0.5222618350317126,0.24820961312627796,High Risk / Low Return,0.4532969208884944,131.0,Medium Priority Target
Daniel Su<e1>rez,2019,16.4,0,79.7,846,99916,190869,4803,15269.52,12007.5,-0.7270004804035389,0.585166364596707,0.17160226636440917,High Risk / Low Return,0.31426918052099206,522.0,Low Priority Target
Jimmie Johnson,2019,17.4,0,78.7,835,145856,218311,5427,17464.88,13567.5,-0.787239606186924,0.640888105243444,0.127309024956073,High Risk / Low Return,0.30027074752205185,566.0,Low Priority Target
Paul Menard,2019,16.6,0,70.4,777,110806,199590,6933,15967.2,17332.5,-0.6994774651192174,0.6000031288778523,0.19183967094855775,High Risk / Low Return,0.37090218891423166,325.0,Low Priority Target
Chris Buescher,2019,17.9,0,67.4,729,99984,202674,7159,16213.92,17897.5,-0.6588312129940791,0.6021515117770192,0.22172646353244704,High Risk / Low Return,0.37855299080557436,303.0,Low Priority Target
Austin Dillon,2019,19.5,0,70.0,700,91759,72740,2092,5819.2,5230.0,-0.8795845639119869,0.6090554305198562,0.05940867859203316,High Risk / Low Return,0.2420020447732843,763.0,Low Priority Target
Matt DiBenedetto,2019,18.3,0,69.9,699,131949,156312,4333,12504.960000000001,10832.5,-0.8231327255227399,0.6389278922018279,0.10091716453372257,High Risk / Low Return,0.28232355943023035,635.0,Low Priority Target
Ricky Stenhouse Jr.,2019,20.5,0,70.1,679,74596,72688,2163,5815.04,5407.5,-0.8495557402541691,0.6013066153202926,0.08148857962291657,High Risk / Low Return,0.2495856511115253,729.0,Low Priority Target
Ty Dillon,2019,20.6,0,57.2,613,83174,200100,8892,16008.0,22230.0,-0.5402649866544834,0.6128210709774934,0.3089070528560663,High Risk / Low Return,0.4401445420713689,155.0,Low Priority Target
Daniel Hemric,2019,22.5,0,62.1,530,54431,185959,5289,14876.720000000001,13222.5,-0.4837643989638257,0.6032783390820884,0.3504513836834141,High Risk / Low Return,0.36055497731832364,356.0,Low Priority Target
Ryan Preece,2019,23.1,0,54.6,507,77764,150606,7168,12048.48,17920.0,-0.6146227045933852,0.6329202160387043,0.2542325483972191,High Risk / Low Return,0.4092927758568374,230.0,Low Priority Target
Michael McDowell,2019,24.2,0,53.1,485,71627,164881,4972,13190.48,12430.0,-0.6423069512893184,0.6372401849595261,0.23387659192931973,High Risk / Low Return,0.31335613484255176,526.0,Low Priority Target
Bubba Wallace,2019,24.0,0,53.6,437,89310,144662,6939,11572.960000000001,17347.5,-0.6761789273317658,0.6547314513634948,0.20897085844938085,High Risk / Low Return,0.3889359332990301,272.0,Low Priority Target
Corey LaJoie,2019,25.9,0,44.6,401,58906,117808,5102,9424.64,12755.0,-0.6234740094387669,0.6421224084307655,0.247724270310564,High Risk / Low Return,0.36141574864167614,352.0,Low Priority Target
David Ragan,2019,26.3,0,52.2,388,86914,99472,2436,7957.76,6090.0,-0.838371723772925,0.6743982305631984,0.08971207781410694,High Risk / Low Return,0.20427861863617602,887.0,Low Priority Target
Matt Tifft,2019,26.1,0,45.0,352,63076,119058,5303,9524.64,13257.5,-0.6388144460650643,0.6495780043028555,0.23644459694277273,High Risk / Low Return,0.36299725826245893,346.0,Low Priority Target
Reed Sorenson,2019,32.8,0,30.6,118,87650,80302,1156,6424.16,2890.0,-0.8937346263548203,0.7414481282898822,0.04900427574632791,High Risk / Low Return,0.10040177363943328,1085.0,Low Priority Target
Quin Houff,2019,32.7,0,29.5,77,56012,196665,9243,15733.2,23107.5,-0.30656466471470406,0.7097910502979322,0.4807446192594552,High Risk / Low Return,0.45005178516291033,137.0,Medium Priority Target
Jamie McMurray,2019,22.0,0,62.8,19,57151,106218,3745,8497.44,9362.5,-0.6874955818795822,0.6166290562566789,0.20064983278204904,High Risk / Low Return,0.32114152430266274,496.0,Low Priority Target
Austin Theriault,2019,33.8,0,32.7,17,78211,135620,1651,10849.6,4127.5,-0.8085039188860902,0.7438667684424765,0.11167358331381899,High Risk / Low Return,0.12251997591197143,1056.0,Low Priority Target
Andy Seuss,2019,28.0,0,31.0,9,77117,70489,2521,5639.12,6302.5,-0.8451493185678904,0.6909462269042045,0.0847285784934032,High Risk / Low Return,0.24171542005513166,766.0,Low Priority Target
Drew Herring,2019,29.0,0,40.3,8,86378,107409,5259,8592.72,13147.5,-0.7483129963648151,0.7093083942042814,0.15593138133386658,High Risk / Low Return,0.3386427382560389,431.0,Low Priority Target
Blake Jones,2019,31.0,0,30.5,6,56894,125145,1600,10011.6,4000.0,-0.7537244700671424,0.6975224646081146,0.151952377522723,High Risk / Low Return,0.15092653788550603,1003.0,Low Priority Target
Stanton Barrett,2019,35.0,0,32.3,2,63467,134814,4339,10785.12,10847.5,-0.6591516851277042,0.7401800606024462,0.22149082349958296,High Risk / Low Return,0.25487110444642996,712.0,Low Priority Target
Casey Mears,2019,40.0,0,36.5,1,81010,128018,5109,10241.44,12772.5,-0.7159123564991976,0.802808659510369,0.17975525567946982,High Risk / Low Return,0.251315729539499,724.0,Low Priority Target
Ross Chastain,2019,28.2,0,38.8,0,62289,182599,7744,14607.92,19360.0,-0.45467225352791024,0.6780231036642385,0.3718425543573226,High Risk / Low Return,0.407828308169519,234.0,Low Priority Target
Parker Kligerman,2019,26.5,0,46.8,0,73171,130388,3462,10431.04,8655.0,-0.7391584097524976,0.6737630000150099,0.16266265954449327,High Risk / Low Return,0.2483161477076459,736.0,Low Priority Target
BJ McLeod,2019,31.8,0,32.4,0,84905,140768,2557,11261.44,6392.5,-0.7920742005771155,0.7331843587570824,0.12375419487427251,High Risk / Low Return,0.16856542676125477,964.0,Low Priority Target
Brendan Gaughan,2019,19.3,0,56.3,0,96645,85528,1000,6842.24,2500.0,-0.9033344715194784,0.6328681907807117,0.04194560326675264,High Risk / Low Return,0.1551641377340583,995.0,Low Priority Target
Landon Cassill,2019,29.3,0,38.2,0,84054,142041,4714,11363.28,11785.0,-0.7246022794869965,0.7098885222545877,0.1733656400980201,High Risk / Low Return,0.2744323309764662,660.0,Low Priority Target
Tyler Reddick,2019,18.0,0,70.0,0,128000,168418,4735,13473.44,11837.5,-0.80225828125,0.6528858830249236,0.11626593972614653,High Risk / Low Return,0.2948108452393433,591.0,Low Priority Target
